Reference,Version,Predetermined,Type,EAN13,Family,Catalog,"National Rate",Warranty,"Etiqueta V/f",Datasheet,Description,masterfile.tender_text,masterfile.codi_duaner,Material,Finish,Length,Width,Height,Projection,"Light source","Bulb included","Energy efficiency","Units master box","Discontinued item","Product launch","Weight packaged (KG)","Weight master box","Weight net (KG)","Volume Unit (m3)","Volume Master box (m3)","Length Box 1","Width Box 1","Height Box 1","Length Box 2","Width Box 2","Height Box 2","Length Box 3","Width Box 3","Height Box 3","Length MB 1","Width MB 1","Height MB 1","Length MB 2","Width MB 2","Height MB 2","Length MB 3","Width MB 3","Height MB 3","Wattage (W)","Lumen Output (lm)","Lumenes reales (lm)","Led Colour Temperature (K)",CRI,"Light Beam (º)","Regulation type","IP Rating",IK,"Web Image","Ambient Image 1","Ambient Image 2","Ambient Image 3","Detail Image 1","Detail Image 2",IMC,EE,Photometry,masterfile.ploma_comercial,Accessories,3D,masterfile.ies,masterfile.ldt,"Codi Kenia","Codi RETILAP","Codi Marroc","Country Code 4","Country Code 5","Country Code 6",Model
AG38-P3X8M2DS60,V0,Yes,"Recessed ceiling lights",8445386352138,"Play Flat Mini Square Fixed",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/AG38-P3X8M2DS60.html,"RECESSED CEILING LIGHTS PLAY FLAT MINI SQUARE FIXED LED 4.4W 4000K CRI 80 28.4º","LedsC4 Play Flat Mini Square Fixed AG38-P3X8M2DS60  Recessed ceiling lights for indoor use.   For downlighting. Structure material: Aluminium. Structure finish: Black. Diffuser material: Methacrylate. Diffuser finish: Transparent. Warranty: 2 Years.  Product net weight (Kg): 0.13 Product length (mm): 45 Product width or diameter (mm): 45 Product height (mm): 30 Ø of the hole for recessing (mm): 40 Permitted ceiling thickness: 0-13  Class 2. Luminaire not suitable for coating with insulation materials. Glow wire test: 850. IP: IP54. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: OSRAM. Maximum power of light source: 3W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR: 18.5. Photobiological risk: RG2. % de Flickering: &lt;2%. Real flux (lm): 382. Real lm/W: 87. Voltage / frequency range: 220-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 4.4. Power factor: 0.89. Dimmable equipment included: DALI-2/PUSH.",9405119090,"Aluminium, Methacrylate","Black, Transparent",45,45,30,,,Yes,E,16,"Descatalogado EN",2023,"0,21","3,36","0,13","0,008","0,128",170,120,120,,,,,,,,,,,,,,,,"4,4",,382,4000K,80,MEDIUM,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AG38-P3X8M2DS60,,,,,,https://files.ledsc4.com/imc/AG38-P3X8M2DS60.html,https://files.ledsc4.com/el/AG38-P3X8M2DS60.html,https://files.ledsc4.com/fm/AG38-P3X8M2DS60.html,,https://files.ledsc4.com/ft3/en/AG38-P3X8M2DS60.html,https://files.ledsc4.com/3d/AG38-P3X8M2DS60.html,https://files.ledsc4.com/ies/AG38-P3X8M2DS60.html,https://files.ledsc4.com/ldt/AG38-P3X8M2DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Mini Square Fixed"
AG36-P3W8M2DS60,V0,Yes,"Recessed ceiling lights",8445386351735,"Play High Visual Comfort Mini Round Fixed",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/AG36-P3W8M2DS60.html,"RECESSED CEILING LIGHTS PLAY HIGH VISUAL COMFORT MINI ROUND FIXED LED 4.4W 3000K","LedsC4 Play High Visual Comfort Mini Round Fixed AG36-P3W8M2DS60  Recessed ceiling lights for indoor use.   For downlighting. Structure material: Aluminium. Structure finish: Black. Diffuser material: Methacrylate. Diffuser finish: Transparent. Warranty: 2 Years.  Product net weight (Kg): 0.14 Product width or diameter (mm): 45 Product height (mm): 50 Ø of the hole for recessing (mm): 40 Permitted ceiling thickness: 0-15  Class 2. Luminaire not suitable for coating with insulation materials. Glow wire test: 850. IP: IP54. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: OSRAM. Maximum power of light source: 3W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR: 14.4. Photobiological risk: RG1. % de Flickering: &lt;2%. Real flux (lm): 366. Real lm/W: 83. Voltage / frequency range: 220-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 4.4. Power factor: 0.89. Dimmable equipment included: DALI-2/PUSH.",9405119090,"Aluminium, Methacrylate","Black, Transparent",,45,50,,,Yes,E,16,"Descatalogado EN",2023,"0,23","3,68","0,14","0,008","0,128",170,120,120,,,,,,,,,,,,,,,,"4,4",,366,3000K,80,MEDIUM,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AG36-P3W8M2DS60,,,,,,https://files.ledsc4.com/imc/AG36-P3W8M2DS60.html,https://files.ledsc4.com/el/AG36-P3W8M2DS60.html,https://files.ledsc4.com/fm/AG36-P3W8M2DS60.html,,https://files.ledsc4.com/ft3/en/AG36-P3W8M2DS60.html,https://files.ledsc4.com/3d/AG36-P3W8M2DS60.html,https://files.ledsc4.com/ies/AG36-P3W8M2DS60.html,https://files.ledsc4.com/ldt/AG36-P3W8M2DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Mini Round Fixed"
AG65-P3X8F1DS60,V0,Yes,"Recessed ceiling lights",8445386353197,"Play Snoot Mini Round Adjustable",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/AG65-P3X8F1DS60.html,"RECESSED CEILING LIGHTS PLAY SNOOT MINI ROUND ADJUSTABLE LED 4.4W 4000K CRI 80 4","LedsC4 Play Snoot Mini Round Adjustable AG65-P3X8F1DS60  Recessed ceiling lights for indoor use.   For downlighting. Adjustable light source. Structure material: Aluminium. Structure finish: Black. Diffuser material: Methacrylate. Diffuser finish: Transparent. Warranty: 2 Years.  Product net weight (Kg): 0.18 Product width or diameter (mm): 70 Product height (mm): 40 Ø of the hole for recessing (mm): 60 Permitted ceiling thickness: 0-15  Class 2. Luminaire not suitable for coating with insulation materials. Glow wire test: 850. IP: IP54. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: OSRAM. Maximum power of light source: 3W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR: 19.7. Photobiological risk: RG2. % de Flickering: &lt;2%. Real flux (lm): 330. Real lm/W: 75. Voltage / frequency range: 220-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 4.4. Power factor: 0.89. Dimmable equipment included: DALI-2/PUSH.",9405119090,"Aluminium, Methacrylate","Black, Transparent",,70,40,,,Yes,E,16,"Descatalogado EN",2023,"0,26","4,16","0,18","0,008","0,128",170,120,120,,,,,,,,,,,,,,,,"4,4",,330,4000K,80,FLOOD,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AG65-P3X8F1DS60,,,,,,https://files.ledsc4.com/imc/AG65-P3X8F1DS60.html,https://files.ledsc4.com/el/AG65-P3X8F1DS60.html,https://files.ledsc4.com/fm/AG65-P3X8F1DS60.html,,https://files.ledsc4.com/ft3/en/AG65-P3X8F1DS60.html,https://files.ledsc4.com/3d/AG65-P3X8F1DS60.html,https://files.ledsc4.com/ies/AG65-P3X8F1DS60.html,https://files.ledsc4.com/ldt/AG65-P3X8F1DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Snoot Mini Round Adjustable"
05-A009-AH-M1,V0,Yes,"Surface-mounted wall light",8445386367040,Bend,Decorative,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/05-A009-AH-M1.html,"SURFACE-MOUNTED WALL LIGHT BEND LED 10W 3000K ON-OFF SILVER 239LM","LedsC4 Bend 05-A009-AH-M1  Surface-mounted wall light for indoor use.   For uplighting and downlighting. Structure material: Aluminium, Aluminium. Structure finish: Silver. Diffuser material: Methacrylate. Diffuser finish: Transparent, Matt. Warranty: 2 Years.  Product net weight (Kg): 0.51 Product length (mm): 220 Product width or diameter (mm): 91 Product aperture (mm): 76  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Maximum power of light source: 9W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR: 11.0. Photobiological risk: RG2. % de Flickering: +/- 5%. Real flux (lm): 239. Nominal flux (lm): 766. Real lm/W: 24. Voltage / frequency range: 220-240V, 50/60Hz. Voltage: 3. Equipment included: Yes. Total power: 10. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Aluminium, Methacrylate","Silver, Transparent, Matt",220,91,,76,"1xLED 9 766 lm",Yes,F,20,"Descatalogado EN",2023,"0,67","13,4","0,51","0,003","0,06",230,80,132,,,,,,,,,,,,,,,,10,766,239,3000K,80,"Check Photometric file",ON-OFF,IP20,,https://files.ledsc4.com/main-photo/05-A009-AH-M1,https://files.ledsc4.com/ambience-photo/1/05-A009-AH-M1,,,,,https://files.ledsc4.com/imc/05-A009-AH-M1.html,https://files.ledsc4.com/el/05-A009-AH-M1.html,https://files.ledsc4.com/fm/05-A009-AH-M1.html,https://files.ledsc4.com/pl/05-A009-AH-M1.html,,https://files.ledsc4.com/3d/05-A009-AH-M1.html,https://files.ledsc4.com/ies/05-A009-AH-M1.html,https://files.ledsc4.com/ldt/05-A009-AH-M1.html,,RETILAP-DECORATIVE,FX-LED-I,,,,
05-A010-14-14,V0,Yes,"Surface-mounted wall light",8445386367293,"Lia LED 400mm",Decorative,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/05-A010-14-14.html,"SURFACE-MOUNTED WALL LIGHT LIA LED 400MM LED 16.7W 3000K ON-OFF WHITE 1019LM","LedsC4 Lia LED 400mm 05-A010-14-14  Surface-mounted wall light for indoor use.   For frontal lighting and downlighting. Structure material: Steel. Structure finish: White. Diffuser material: Polycarbonate. Diffuser finish: Opal. Warranty: 2 Years.  Product net weight (Kg): 1.01 Product width or diameter (mm): 400 Product height (mm): 50 Product aperture (mm): 80  Class 2. Glow wire test: 960. IP: IP20. LED. No. of lampholders or LEDs: 1. LED brand: SEOUL. Maximum power of light source: 14.4W. Colour temperature: 3000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 50.000h L80B20. UGR: 13.1. Photobiological risk: RG1. % de Flickering: &lt;5%. Real flux (lm): 1019. Real lm/W: 61. Voltage / frequency range: 220-240V, 50/60Hz. Voltage: 3. Equipment included: Yes. Total power: 16.7. Power factor: 0.90. Dimmable equipment included: ON-OFF.",9405119090,"Steel, Polycarbonate","White, Opal",,400,50,80,,Yes,F,6,"Descatalogado EN",2023,"1,47","8,82","1,01","0,008","0,048",460,100,130,,,,,,,,,,,,,,,,"16,7",,1019,3000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/05-A010-14-14,,,,,,https://files.ledsc4.com/imc/05-A010-14-14.html,https://files.ledsc4.com/el/05-A010-14-14.html,https://files.ledsc4.com/fm/05-A010-14-14.html,,,https://files.ledsc4.com/3d/05-A010-14-14.html,https://files.ledsc4.com/ies/05-A010-14-14.html,https://files.ledsc4.com/ldt/05-A010-14-14.html,,RETILAP-DECORATIVE,FX-LED-II,,,,"Lia LED 400mm"
DE-0107-VRD,V0,Yes,"Surface-mounted ceiling light",8445386375274,Pinta,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/DE-0107-VRD.html,"CEILING FIXTURE IP20 PINTA LED 15.2W 4000K ON-OFF GREEN","LedsC4 Pinta DE-0107-VRD  Surface-mounted ceiling light for indoor use.   For downlighting. Structure material: Steel, Wood. Structure finish: Green. Diffuser material: Polystyrene. Diffuser finish: OPAL. Warranty: 5 Years.  Product net weight (Kg): 0.7 Product width or diameter (mm): 300 Product height (mm): 50  Class 1. IP: IP20. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 15.2W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. Photobiological risk: RG0. Nominal flux (lm): 1730. Voltage / frequency range: 175-265V /  50-60Hz. Voltage: 6. Equipment included: Yes. Total power: 18. Power factor: 0.50. Dimmable equipment included: ON-OFF.",9405119090,"Steel, Wood, Polystyrene","Green, OPAL",,300,50,,"1xLED 15.2 1730 lm",Yes,E,20,"Discontinuo_NC EN",2022,"0,92","18,4","0,7","0,007","0,14",320,60,320,,,,,,,,,,,,,,,,18,1730,,4000K,80,,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0107-VRD,https://files.ledsc4.com/ambience-photo/1/DE-0107-VRD,,,https://files.ledsc4.com/detail-photo/1/DE-0107-VRD,https://files.ledsc4.com/detail-photo/2/DE-0107-VRD,https://files.ledsc4.com/imc/DE-0107-VRD.html,https://files.ledsc4.com/el/DE-0107-VRD.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
AG68-P7W9M2OUWN,V0,Yes,Pendant,8445386409481,"Play Deco Pendant",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/AG68-P7W9M2OUWN.html,"PENDANT PLAY DECO PENDANT 8.6W 3000K CRI 92 ON-OFF BLACK/BLACK IP20 636LM","LedsC4 Play Deco Pendant AG68-P7W9M2OUWN  Pendant for indoor use.   For downlighting. Structure material: Aluminium. Structure finish: Black/Black. Diffuser material: Methacrylate. Diffuser finish: Transparent. Warranty: 2 Years.  Product net weight (Kg): 0.86 Product width or diameter (mm): 72.5 Product height (mm): 1500  Class 2. IP: IP20. LED. No. of lampholders or LEDs: 1. LED brand: CREE. Driver brand: VOSSLOH-SCHWABE. Maximum power of light source: 6.4W. Colour temperature: 3000K. Colour rendering index: 92. MacAdam Steps: 2. Hours of life: 50.000h L80B20. UGR: 9.9. Photobiological risk: RG1. Real flux (lm): 700. Real lm/W: 81. Voltage / frequency range: 100-240/50-60Hz. Voltage: 9. Equipment included: Yes. Total power: 8.6. Power factor: NULL. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Methacrylate","Black/Black, Transparent",,"72,5",1500,,,Yes,F,1,"Descatalogado EN",2023,"1,03","1,03","0,86","0,006","0,006",130,135,365,,,,,,,,,,,,,,,,"8,6",,700,3000K,92,MEDIUM,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/AG68-P7W9M2OUWN,,,,,,https://files.ledsc4.com/imc/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/el/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/fm/AG68-P7W9M2OUWN.html,,,https://files.ledsc4.com/3d/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/ies/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/ldt/AG68-P7W9M2OUWN.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
PX-0462-ANT,V0,Yes,Bollard,8445386487540,REWOOD,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/PX-0462-ANT.html,"BOLLARD IP54 REWOOD LED 14.2W 4000K URBAN GREY 1710","LedsC4 REWOOD PX-0462-ANT  Bollard  The optical module can easily be rotated 360º. Structure material: Aluminium. Structure finish: Urban grey. Diffuser material: Polycarbonate. Diffuser finish: Transparent. UV protection. Warranty: 5 Years.  Product net weight (Kg): 1.14 Product width or diameter (mm): 65 Product height (mm): 700  Class 1. IP: IP54. IK: IK10. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 14.2W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 5. Hours of life: 36.000h L70B30. UGR: 26.7. Photobiological risk: RG0. Real flux (lm): 1158. Nominal flux (lm): 1710. Real lm/W: 82. Voltage: 18. Equipment included: Yes. Total power: 14.2. Power factor: 0.65.",9405219090,"Aluminium, Polycarbonate","Urban grey, Transparent",,65,700,,"1xLED 14.2 1710 lm",Yes,F,6,"Discontinuo_NC EN",2023,"1,35","8,1","1,14","0,005","0,03",75,75,710,,,,,,,,,,,,,,,,"14,2",1710,1158,4000K,80,"Check Photometric file",,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0462-ANT,,,,,,https://files.ledsc4.com/imc/PX-0462-ANT.html,https://files.ledsc4.com/el/PX-0462-ANT.html,,,,,,,,RETILAP-BALIZA,FX-LED-I,,,,
PX-0469-NEG,V0,Yes,"Surface-mounted wall light",8445386458243,OPALO,Forlight,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/PX-0469-NEG.html,"SURFACE-MOUNTED WALL LIGHT IP44 OPALO LED 9.4W 4000K ON-OFF BLACK 975","LedsC4 OPALO PX-0469-NEG  Surface-mounted wall light for outdoor use.   For frontal lighting and uplighting. Structure material: Aluminium. Structure finish: Black. Diffuser material: Polycarbonate. Diffuser finish: OPAL. Warranty: 5 Years.  Product net weight (Kg): 0.45 Product width or diameter (mm): 80 Product height (mm): 120 Product aperture (mm): 110  Class 1. IP: IP44. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 9.4W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 5. Hours of life: 36.000h L70B30. UGR: 19.7. Photobiological risk: RG0. Real flux (lm): 421. Nominal flux (lm): 975. Real lm/W: 45. Voltage / frequency range: 220-240/50-60Hz. Voltage: 18. Equipment included: Yes. Total power: 9.4. Power factor: 0.74. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Black, OPAL",,80,120,110,"1xLED 9.4 975 lm",Yes,E,8,"Discontinuo_NC EN",2023,"0,56","4,48","0,45","0,002","0,016",120,85,125,,,,,,,,,,,,,,,,"9,4",975,421,4000K,80,,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/PX-0469-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0469-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0469-NEG,https://files.ledsc4.com/detail-photo/2/PX-0469-NEG,https://files.ledsc4.com/imc/PX-0469-NEG.html,https://files.ledsc4.com/el/PX-0469-NEG.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0524-NEG,V0,Yes,Bollard,8445386485706,PIXA,Forlight,"83,05",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/PX-0524-NEG.html,"BOLLARD IP44 PIXA GU10 16W BLACK","LedsC4 PIXA PX-0524-NEG  Bollard for indoor use.  Adjustable light source. Structure material: Stainless steel AISI202. Structure finish: Black. Diffuser material: Glass. Diffuser finish: Transparent. Warranty: 3 Years.  Product net weight (Kg): 1.64 Product length (mm): 335 Product width or diameter (mm): 135 Product height (mm): 810  Class 1. IP: IP44. IK: IK06. Total power: 16.",9405299090,"Stainless steel AISI202, Glass","Black, Transparent",335,135,810,,,No,"NA EPREL",4,"Discontinuo EN",2023,"2,22","8,88","1,64","0,03","0,12",210,145,810,,,,,,,,,,,,,,,,16,,,,,,,IP44,IK06,https://files.ledsc4.com/main-photo/PX-0524-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0524-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0524-NEG,,https://files.ledsc4.com/imc/PX-0524-NEG.html,,https://files.ledsc4.com/fm/PX-0524-NEG.html,,,,https://files.ledsc4.com/ies/PX-0524-NEG.html,https://files.ledsc4.com/ldt/PX-0524-NEG.html,,RETILAP-BALIZA,FX-INC-I,,,,
PX-0548-NEG,V0,Yes,Spotlight,8445386638522,HUB,DIY,,5,Solar,https://files.ledsc4.com/ft2/en/PX-0548-NEG.html,"SPOTLIGHT IP65 HUB LED 15W LED COLD-WHITE 6500K BLACK 300","LedsC4 HUB PX-0548-NEG  Spotlight  Structure material: Technopolymer. Structure finish: Black. Diffuser material: Glass. Diffuser finish: Transparent. UV protection. Warranty: 5 Years.  Product net weight (Kg): 0.9 Product width or diameter (mm): 70 Product height (mm): 270 Product aperture (mm): 90  Class 3. IP: IP65. IK: IK07. LED. No. of lampholders or LEDs: 3. Maximum power of light source: 5W. Colour temperature: 6500K. Colour rendering index: 80. MacAdam Steps: 5. Hours of life: 36.000h L70B30. Photobiological risk: RG1. Nominal flux (lm): 300. Voltage: 3. Total power: 15.",9405411000,"Technopolymer, Glass","Black, Transparent",,70,270,90,"3xLED 5 300 lm",Yes,"NA EPREL",16,"Discontinuo_NC EN",2023,"1,18","18,88","0,9","0,006","0,096",251,180,148,,,,,,,,,,,,,,,,15,300,,"LED cold-white 6500K",80,,,IP65,IK07,https://files.ledsc4.com/main-photo/PX-0548-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0548-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0548-NEG,https://files.ledsc4.com/detail-photo/2/PX-0548-NEG,https://files.ledsc4.com/imc/PX-0548-NEG.html,,,,https://files.ledsc4.com/ft3/en/PX-0548-NEG.html,,,,,RETILAP-SOLAR,FX-LED-II,,,,
PX-0504-ANT,V0,Yes,"Surface-mounted wall light",8445386458182,ELAINE,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/PX-0504-ANT.html,"SURFACE-MOUNTED WALL LIGHT IP54 ELAINE E27 15W URBAN GREY","LedsC4 ELAINE PX-0504-ANT  Surface-mounted wall light  Structure material: Aluminium. Structure finish: Urban grey. Diffuser material: Polycarbonate. Diffuser finish: Transparent. Warranty: 2 Years.  Product net weight (Kg): 1.25 Product width or diameter (mm): 175 Product height (mm): 350 Product aperture (mm): 200  Class 1. IP: IP54. IK: IK10. Equipment included: No. Total power: 15. Power factor: NULL.",9405199090,"Aluminium, Polycarbonate","Urban grey, Transparent",,175,350,200,,No,"NA EPREL",4,"Descatalogado EN",2023,"1,68","6,72","1,25","0,021","0,084",220,185,420,,,,,,,,,,,,,,,,15,,,,,,,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0504-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0504-ANT,,,,,https://files.ledsc4.com/imc/PX-0504-ANT.html,,,,,,,,,RETILAP-APLIQUE,FX-INC-I,,,,
PX-0506-ANT,V0,Yes,Bollard,8445386458052,MUNIC,DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/en/PX-0506-ANT.html,"BOLLARD IP54 MUNIC E27 15W URBAN GREY","LedsC4 MUNIC PX-0506-ANT  Bollard  Structure material: Aluminium. Structure finish: Urban grey. Diffuser material: Polycarbonate. Diffuser finish: Semitransparent. Warranty: 5 Years.  Product net weight (Kg): 1.6 Product length (mm): 130 Product width or diameter (mm): 130 Product height (mm): 800  Class 1. IP: IP54. IK: IK10. Total power: 15.",9405299090,"Aluminium, Polycarbonate","Urban grey, Semitransparent",130,130,800,,,No,"NA EPREL",4,"Discontinuo_NC EN",2023,"2,1","8,4","1,6","0,019","0,076",140,140,814,,,,,,,,,,,,,,,,15,,,,,,,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0506-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0506-ANT,,,,,https://files.ledsc4.com/imc/PX-0506-ANT.html,,,,,,,,,RETILAP-BALIZA,FX-INC-I,,,,
PX-0552-ANT,V0,Yes,"Surface-mounted wall light",8445386483993,PALE,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/PX-0552-ANT.html,"SURFACE-MOUNTED WALL LIGHT IP54 PALE LED 10.5W 4000K ON-OFF URBAN GREY 1200","LedsC4 PALE PX-0552-ANT  Surface-mounted wall light  Adjustable light source. Structure material: Aluminium. Structure finish: Urban grey. Diffuser material: Polycarbonate. Diffuser finish: Opal white. Warranty: 5 Years.  Product net weight (Kg): 0.2 Product width or diameter (mm): 83 Product height (mm): 110 Product aperture (mm): 35  Class 1. IP: IP54. IK: IK07. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 9.5W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. Photobiological risk: RG0. Nominal flux (lm): 1200. Voltage / frequency range: 220-240/50-60Hz. Voltage: 18. Equipment included: No. Total power: 10.5. Power factor: 0.70. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Urban grey, Opal white",,83,110,35,"1xLED 9.5 1200 lm",Yes,E,20,"Discontinuo_NC EN",2023,"0,26","5,2","0,2","0,001","0,02",100,45,120,,,,,,,,,,,,,,,,"10,5",1200,,4000K,80,,ON-OFF,IP54,IK07,https://files.ledsc4.com/main-photo/PX-0552-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0552-ANT,,,https://files.ledsc4.com/detail-photo/1/PX-0552-ANT,https://files.ledsc4.com/detail-photo/2/PX-0552-ANT,https://files.ledsc4.com/imc/PX-0552-ANT.html,https://files.ledsc4.com/el/PX-0552-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0553-ANT,V0,Yes,"Surface-mounted wall light",8445386484006,PALE,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/en/PX-0553-ANT.html,"SURFACE-MOUNTED WALL LIGHT IP54 PALE LED 21W 4000K ON-OFF URBAN GREY 2400","LedsC4 PALE PX-0553-ANT  Surface-mounted wall light  Adjustable light source. Structure material: Aluminium. Structure finish: Urban grey. Diffuser material: Polycarbonate. Diffuser finish: Opal white. Warranty: 5 Years.  Product net weight (Kg): 0.34 Product width or diameter (mm): 140 Product height (mm): 110 Product aperture (mm): 35  Class 1. IP: IP54. IK: IK07. LED. No. of lampholders or LEDs: 1. Maximum power of light source: 19.5W. Colour temperature: 4000K. Colour rendering index: 80. MacAdam Steps: 3. Hours of life: 36.000h L70B30. Photobiological risk: RG0. Nominal flux (lm): 2400. Voltage / frequency range: 220-240/50-60Hz. Voltage: 18. Equipment included: No. Total power: 21. Power factor: 0.70. Dimmable equipment included: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Urban grey, Opal white",,140,110,35,"1xLED 19.5 2400 lm",Yes,E,20,"Discontinuo_NC EN",2023,"0,41","8,2","0,34","0,001","0,02",170,50,110,,,,,,,,,,,,,,,,21,2400,,4000K,80,,ON-OFF,IP54,IK07,https://files.ledsc4.com/main-photo/PX-0553-ANT,,,,https://files.ledsc4.com/detail-photo/1/PX-0553-ANT,https://files.ledsc4.com/detail-photo/2/PX-0553-ANT,https://files.ledsc4.com/imc/PX-0553-ANT.html,https://files.ledsc4.com/el/PX-0553-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
